,new_cases,new_deaths,new_recovered,new_activeCases,total_cases,total_deaths,total_recovered,total_activeCases,Province,Island,Longitude,Latitude,ConfirmedInOther_Country,DeathsInOther_Country,RecoveredInOther_Country
2020-03-01,2.0,0.0,0.0,2.0,39.0,20.0,41.0,-22.0,DKI Jakarta,Jawa,106.8361183,-6.204698991,0,0,0.0
2020-03-02,2.0,0.0,0.0,2.0,41.0,20.0,41.0,-20.0,DKI Jakarta,Jawa,106.8361183,-6.204698991,0,0,0.0
2020-03-02,1.0,0.0,0.0,1.0,2.0,0.0,3.0,-1.0,Riau,Sumatera,101.8051092,0.511647851,0,0,0.0
2020-03-03,2.0,0.0,0.0,2.0,43.0,20.0,41.0,-18.0,DKI Jakarta,Jawa,106.8361183,-6.204698991,0,0,0.0
2020-03-03,1.0,1.0,0.0,0.0,1.0,1.0,8.0,-8.0,Jawa Barat,Jawa,107.6037083,-6.920432083,0,0,0.0
2020-03-03,0.0,0.0,0.0,0.0,2.0,0.0,3.0,-1.0,Riau,Sumatera,101.8051092,0.511647851,0,0,0.0
2020-03-04,2.0,0.0,0.0,2.0,45.0,20.0,41.0,-16.0,DKI Jakarta,Jawa,106.8361183,-6.204698991,0,0,0.0
2020-03-04,1.0,0.0,0.0,1.0,2.0,1.0,8.0,-7.0,Jawa Barat,Jawa,107.6037083,-6.920432083,0,0,0.0
2020-03-04,0.0,0.0,0.0,0.0,2.0,0.0,3.0,-1.0,Riau,Sumatera,101.8051092,0.511647851,0,0,0.0
2020-03-05,0.0,1.0,0.0,-1.0,45.0,21.0,41.0,-17.0,DKI Jakarta,Jawa,106.8361183,-6.204698991,0,0,0.0
2020-03-05,1.0,0.0,0.0,1.0,3.0,1.0,8.0,-6.0,Jawa Barat,Jawa,107.6037083,-6.920432083,0,0,0.0
2020-03-05,0.0,0.0,0.0,0.0,2.0,0.0,3.0,-1.0,Riau,Sumatera,101.8051092,0.511647851,0,0,0.0
2020-03-06,1.0,0.0,1.0,0.0,1.0,5.0,74.0,-78.0,Banten,Jawa,106.10900430000001,-6.4567363879999995,0,0,0.0
2020-03-06,0.0,0.0,0.0,0.0,45.0,21.0,41.0,-17.0,DKI Jakarta,Jawa,106.8361183,-6.204698991,0,0,0.0
2020-03-06,1.0,0.0,0.0,1.0,4.0,1.0,8.0,-5.0,Jawa Barat,Jawa,107.6037083,-6.920432083,0,0,0.0
2020-03-06,0.0,0.0,0.0,0.0,2.0,0.0,3.0,-1.0,Riau,Sumatera,101.8051092,0.511647851,0,0,0.0
2020-03-07,0.0,0.0,0.0,0.0,1.0,5.0,74.0,-78.0,Banten,Jawa,106.10900430000001,-6.4567363879999995,0,0,0.0
2020-03-07,0.0,2.0,0.0,-2.0,45.0,23.0,41.0,-19.0,DKI Jakarta,Jawa,106.8361183,-6.204698991,0,0,0.0
2020-03-07,0.0,0.0,0.0,0.0,4.0,1.0,8.0,-5.0,Jawa Barat,Jawa,107.6037083,-6.920432083,0,0,0.0
2020-03-07,0.0,0.0,0.0,0.0,2.0,0.0,3.0,-1.0,Riau,Sumatera,101.8051092,0.511647851,0,0,0.0
2020-03-08,1.0,0.0,3.0,-2.0,2.0,5.0,77.0,-80.0,Banten,Jawa,106.10900430000001,-6.4567363879999995,0,0,0.0
2020-03-08,0.0,0.0,0.0,0.0,45.0,23.0,41.0,-19.0,DKI Jakarta,Jawa,106.8361183,-6.204698991,0,0,0.0
2020-03-08,0.0,0.0,0.0,0.0,4.0,1.0,8.0,-5.0,Jawa Barat,Jawa,107.6037083,-6.920432083,0,0,0.0
2020-03-08,1.0,1.0,0.0,0.0,1.0,8.0,8.0,-15.0,Jawa Tengah,Jawa,110.2011149,-7.259097177,0,0,0.0
2020-03-08,0.0,0.0,0.0,0.0,2.0,0.0,3.0,-1.0,Riau,Sumatera,101.8051092,0.511647851,0,0,0.0
2020-03-09,0.0,0.0,0.0,0.0,2.0,5.0,77.0,-80.0,Banten,Jawa,106.10900430000001,-6.4567363879999995,0,0,0.0
2020-03-09,0.0,1.0,0.0,-1.0,45.0,24.0,41.0,-20.0,DKI Jakarta,Jawa,106.8361183,-6.204698991,5,0,0.0
2020-03-09,0.0,0.0,0.0,0.0,4.0,1.0,8.0,-5.0,Jawa Barat,Jawa,107.6037083,-6.920432083,5,0,0.0
2020-03-09,0.0,0.0,0.0,0.0,1.0,8.0,8.0,-15.0,Jawa Tengah,Jawa,110.2011149,-7.259097177,5,0,0.0
2020-03-09,0.0,0.0,0.0,0.0,2.0,0.0,3.0,-1.0,Riau,Sumatera,101.8051092,0.511647851,5,0,0.0
2020-03-10,0.0,0.0,8.0,-8.0,2.0,5.0,85.0,-88.0,Banten,Jawa,106.10900430000001,-6.4567363879999995,5,0,0.0
2020-03-10,0.0,0.0,0.0,0.0,45.0,24.0,41.0,-20.0,DKI Jakarta,Jawa,106.8361183,-6.204698991,5,0,0.0
2020-03-10,0.0,0.0,0.0,0.0,4.0,1.0,8.0,-5.0,Jawa Barat,Jawa,107.6037083,-6.920432083,5,0,0.0
2020-03-10,0.0,0.0,0.0,0.0,1.0,8.0,8.0,-15.0,Jawa Tengah,Jawa,110.2011149,-7.259097177,5,0,0.0
2020-03-10,0.0,0.0,0.0,0.0,2.0,0.0,3.0,-1.0,Riau,Sumatera,101.8051092,0.511647851,5,0,0.0
2020-03-10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Sulawesi Tenggara,Sulawesi,122.070311,-4.124688793,5,0,0.0
2020-03-11,1.0,1.0,0.0,0.0,1.0,1.0,3.0,-3.0,Bali,Nusa Tenggara,115.1317136,-8.369471687999999,8,0,0.0
2020-03-11,0.0,0.0,8.0,-8.0,2.0,5.0,93.0,-96.0,Banten,Jawa,106.10900430000001,-6.4567363879999995,8,0,0.0
2020-03-11,0.0,0.0,0.0,0.0,45.0,24.0,41.0,-20.0,DKI Jakarta,Jawa,106.8361183,-6.204698991,8,0,0.0
2020-03-11,0.0,1.0,0.0,-1.0,4.0,2.0,8.0,-6.0,Jawa Barat,Jawa,107.6037083,-6.920432083,11,0,0.0
2020-03-11,2.0,1.0,1.0,0.0,3.0,9.0,9.0,-15.0,Jawa Tengah,Jawa,110.2011149,-7.259097177,11,0,0.0
2020-03-11,0.0,0.0,0.0,0.0,2.0,0.0,3.0,-1.0,Riau,Sumatera,101.8051092,0.511647851,11,0,0.0
2020-03-11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Sulawesi Tenggara,Sulawesi,122.070311,-4.124688793,14,0,0.0
2020-03-12,0.0,0.0,0.0,0.0,1.0,1.0,3.0,-3.0,Bali,Nusa Tenggara,115.1317136,-8.369471687999999,20,0,0.0
2020-03-12,0.0,1.0,2.0,-3.0,2.0,6.0,95.0,-99.0,Banten,Jawa,106.10900430000001,-6.4567363879999995,25,0,1.0
2020-03-12,2.0,1.0,4.0,-3.0,47.0,25.0,45.0,-23.0,DKI Jakarta,Jawa,106.8361183,-6.204698991,26,0,1.0
2020-03-12,1.0,0.0,0.0,1.0,5.0,2.0,8.0,-5.0,Jawa Barat,Jawa,107.6037083,-6.920432083,26,0,1.0
2020-03-12,0.0,0.0,0.0,0.0,3.0,9.0,9.0,-15.0,Jawa Tengah,Jawa,110.2011149,-7.259097177,24,0,1.0
2020-03-12,0.0,0.0,0.0,0.0,2.0,0.0,3.0,-1.0,Riau,Sumatera,101.8051092,0.511647851,24,0,1.0
2020-03-12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Sulawesi Tenggara,Sulawesi,122.070311,-4.124688793,34,0,1.0
2020-03-13,0.0,0.0,0.0,0.0,1.0,1.0,3.0,-3.0,Bali,Nusa Tenggara,115.1317136,-8.369471687999999,40,1,1.0
2020-03-13,1.0,1.0,0.0,0.0,3.0,7.0,95.0,-99.0,Banten,Jawa,106.10900430000001,-6.4567363879999995,42,1,1.0
2020-03-13,4.0,1.0,3.0,0.0,51.0,26.0,48.0,-23.0,DKI Jakarta,Jawa,106.8361183,-6.204698991,74,1,2.0
2020-03-13,4.0,0.0,1.0,3.0,9.0,2.0,9.0,-2.0,Jawa Barat,Jawa,107.6037083,-6.920432083,91,2,2.0
2020-03-13,0.0,0.0,0.0,0.0,3.0,9.0,9.0,-15.0,Jawa Tengah,Jawa,110.2011149,-7.259097177,106,2,2.0
2020-03-13,0.0,0.0,0.0,0.0,2.0,0.0,3.0,-1.0,Riau,Sumatera,101.8051092,0.511647851,114,4,2.0
2020-03-13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Sulawesi Tenggara,Sulawesi,122.070311,-4.124688793,114,4,2.0
2020-03-14,0.0,0.0,0.0,0.0,1.0,1.0,3.0,-3.0,Bali,Nusa Tenggara,115.1317136,-8.369471687999999,166,4,5.0
2020-03-14,1.0,0.0,2.0,-1.0,4.0,7.0,97.0,-100.0,Banten,Jawa,106.10900430000001,-6.4567363879999995,192,4,5.0
2020-03-14,2.0,1.0,1.0,0.0,53.0,27.0,49.0,-23.0,DKI Jakarta,Jawa,106.8361183,-6.204698991,235,4,10.0
2020-03-14,0.0,0.0,0.0,0.0,9.0,2.0,9.0,-2.0,Jawa Barat,Jawa,107.6037083,-6.920432083,270,5,10.0
2020-03-14,2.0,0.0,1.0,1.0,5.0,9.0,10.0,-14.0,Jawa Tengah,Jawa,110.2011149,-7.259097177,299,7,15.0
2020-03-14,3.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0,Kalimantan Timur,Kalimantan,116.4684405,0.45385803,337,7,18.0
2020-03-14,0.0,0.0,0.0,0.0,2.0,0.0,3.0,-1.0,Riau,Sumatera,101.8051092,0.511647851,367,11,18.0
2020-03-14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Sulawesi Tenggara,Sulawesi,122.070311,-4.124688793,423,14,29.0
2020-03-15,0.0,0.0,0.0,0.0,1.0,1.0,3.0,-3.0,Bali,Nusa Tenggara,115.1317136,-8.369471687999999,444,15,32.0
2020-03-15,1.0,0.0,5.0,-4.0,5.0,7.0,102.0,-104.0,Banten,Jawa,106.10900430000001,-6.4567363879999995,521,15,32.0
2020-03-15,8.0,3.0,0.0,5.0,61.0,30.0,49.0,-18.0,DKI Jakarta,Jawa,106.8361183,-6.204698991,521,15,32.0
2020-03-15,0.0,0.0,2.0,-2.0,9.0,2.0,11.0,-4.0,Jawa Barat,Jawa,107.6037083,-6.920432083,607,19,32.0
2020-03-15,1.0,0.0,1.0,0.0,6.0,9.0,11.0,-14.0,Jawa Tengah,Jawa,110.2011149,-7.259097177,665,22,40.0
2020-03-15,2.0,0.0,0.0,2.0,5.0,0.0,2.0,3.0,Kalimantan Timur,Kalimantan,116.4684405,0.45385803,770,25,43.0
2020-03-15,0.0,0.0,0.0,0.0,2.0,0.0,3.0,-1.0,Riau,Sumatera,101.8051092,0.511647851,794,29,54.0
2020-03-15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Sulawesi Tenggara,Sulawesi,122.070311,-4.124688793,845,30,99.0
2020-03-16,0.0,0.0,0.0,0.0,1.0,1.0,3.0,-3.0,Bali,Nusa Tenggara,115.1317136,-8.369471687999999,908,30,112.0
2020-03-16,1.0,0.0,4.0,-3.0,6.0,7.0,106.0,-107.0,Banten,Jawa,106.10900430000001,-6.4567363879999995,933,30,131.0
2020-03-16,2.0,3.0,0.0,-1.0,63.0,33.0,49.0,-19.0,DKI Jakarta,Jawa,106.8361183,-6.204698991,996,33,135.0
2020-03-16,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Daerah Istimewa Yogyakarta,Jawa,110.4448783,-7.89450185,1026,36,150.0
2020-03-16,0.0,0.0,2.0,-2.0,9.0,2.0,13.0,-6.0,Jawa Barat,Jawa,107.6037083,-6.920432083,1176,40,179.0
2020-03-16,1.0,0.0,0.0,1.0,7.0,9.0,11.0,-13.0,Jawa Tengah,Jawa,110.2011149,-7.259097177,1226,40,188.0
2020-03-16,1.0,0.0,0.0,1.0,6.0,0.0,2.0,4.0,Kalimantan Timur,Kalimantan,116.4684405,0.45385803,1330,43,188.0
2020-03-16,0.0,0.0,0.0,0.0,2.0,0.0,3.0,-1.0,Riau,Sumatera,101.8051092,0.511647851,1463,49,207.0
2020-03-16,2.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,Sulawesi Tenggara,Sulawesi,122.070311,-4.124688793,1531,50,220.0
2020-03-17,0.0,0.0,0.0,0.0,1.0,1.0,3.0,-3.0,Bali,Nusa Tenggara,115.1317136,-8.369471687999999,1703,60,228.0
2020-03-17,0.0,1.0,3.0,-4.0,6.0,8.0,109.0,-111.0,Banten,Jawa,106.10900430000001,-6.4567363879999995,1827,60,252.0
2020-03-17,2.0,1.0,0.0,1.0,65.0,34.0,49.0,-18.0,DKI Jakarta,Jawa,106.8361183,-6.204698991,1827,60,260.0
2020-03-17,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Daerah Istimewa Yogyakarta,Jawa,110.4448783,-7.89450185,2171,64,310.0
2020-03-17,11.0,0.0,0.0,11.0,20.0,2.0,13.0,5.0,Jawa Barat,Jawa,107.6037083,-6.920432083,2469,72,345.0
2020-03-17,1.0,0.0,1.0,0.0,8.0,9.0,12.0,-13.0,Jawa Tengah,Jawa,110.2011149,-7.259097177,2469,72,397.0
2020-03-17,1.0,0.0,0.0,1.0,7.0,0.0,2.0,5.0,Kalimantan Timur,Kalimantan,116.4684405,0.45385803,2469,72,421.0
2020-03-17,0.0,0.0,0.0,0.0,2.0,0.0,3.0,-1.0,Riau,Sumatera,101.8051092,0.511647851,3224,95,458.0
2020-03-17,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,Sulawesi Tenggara,Sulawesi,122.070311,-4.124688793,3392,104,468.0
2020-03-17,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Sumatera Utara,Sumatera,99.05196442,2.191894453,3563,105,472.0
2020-03-18,0.0,0.0,0.0,0.0,1.0,1.0,3.0,-3.0,Bali,Nusa Tenggara,115.1317136,-8.369471687999999,3563,105,502.0
2020-03-18,0.0,1.0,1.0,-2.0,6.0,9.0,110.0,-113.0,Banten,Jawa,106.10900430000001,-6.4567363879999995,4402,119,558.0
2020-03-18,1.0,1.0,0.0,0.0,66.0,35.0,49.0,-18.0,DKI Jakarta,Jawa,106.8361183,-6.204698991,4664,120,558.0
2020-03-18,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Daerah Istimewa Yogyakarta,Jawa,110.4448783,-7.89450185,4967,127,610.0
2020-03-18,4.0,1.0,2.0,1.0,24.0,3.0,15.0,6.0,Jawa Barat,Jawa,107.6037083,-6.920432083,5339,136,691.0
2020-03-18,3.0,1.0,0.0,2.0,11.0,10.0,12.0,-11.0,Jawa Tengah,Jawa,110.2011149,-7.259097177,6053,153,745.0
2020-03-18,7.0,1.0,0.0,6.0,18.0,33.0,215.0,-230.0,Jawa Timur,Jawa,112.73294140000002,-7.723345579,6402,168,745.0
2020-03-18,0.0,0.0,0.0,0.0,7.0,0.0,2.0,5.0,Kalimantan Timur,Kalimantan,116.4684405,0.45385803,6635,169,778.0
2020-03-18,0.0,0.0,0.0,0.0,2.0,0.0,3.0,-1.0,Riau,Sumatera,101.8051092,0.511647851,7072,173,801.0
2020-03-18,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,Sulawesi Tenggara,Sulawesi,122.070311,-4.124688793,7655,177,850.0
2020-03-18,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Sumatera Utara,Sumatera,99.05196442,2.191894453,8145,187,930.0
2020-03-19,1.0,1.0,0.0,0.0,2.0,2.0,3.0,-3.0,Bali,Nusa Tenggara,115.1317136,-8.369471687999999,8676,193,938.0
2020-03-19,0.0,1.0,3.0,-4.0,6.0,10.0,113.0,-117.0,Banten,Jawa,106.10900430000001,-6.4567363879999995,9216,205,996.0
2020-03-19,2.0,0.0,1.0,1.0,68.0,35.0,50.0,-17.0,DKI Jakarta,Jawa,106.8361183,-6.204698991,9952,215,1040.0
2020-03-19,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Daerah Istimewa Yogyakarta,Jawa,110.4448783,-7.89450185,10668,222,1075.0
2020-03-19,5.0,1.0,1.0,3.0,29.0,4.0,16.0,9.0,Jawa Barat,Jawa,107.6037083,-6.920432083,11917,224,1128.0
2020-03-19,2.0,0.0,0.0,2.0,13.0,10.0,12.0,-9.0,Jawa Tengah,Jawa,110.2011149,-7.259097177,12465,230,1138.0
2020-03-19,3.0,0.0,0.0,3.0,21.0,33.0,215.0,-227.0,Jawa Timur,Jawa,112.73294140000002,-7.723345579,13102,239,1209.0
2020-03-19,0.0,0.0,0.0,0.0,7.0,0.0,2.0,5.0,Kalimantan Timur,Kalimantan,116.4684405,0.45385803,13745,250,1259.0
2020-03-19,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Kepulauan Riau,Sumatera,108.261746,3.916346,14529,252,1303.0
2020-03-19,0.0,0.0,0.0,0.0,2.0,0.0,3.0,-1.0,Riau,Sumatera,101.8051092,0.511647851,15180,254,1328.0
2020-03-19,2.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,Sulawesi Selatan,Sulawesi,120.16205590000001,-3.731080714,15836,269,1428.0
2020-03-19,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,Sulawesi Tenggara,Sulawesi,122.070311,-4.124688793,16578,274,1450.0
2020-03-19,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Sumatera Utara,Sumatera,99.05196442,2.191894453,17353,298,1522.0
2020-03-20,0.0,0.0,0.0,0.0,2.0,2.0,3.0,-3.0,Bali,Nusa Tenggara,115.1317136,-8.369471687999999,17977,303,1585.0
2020-03-20,0.0,3.0,3.0,-6.0,6.0,13.0,116.0,-123.0,Banten,Jawa,106.10900430000001,-6.4567363879999995,19055,313,1762.0
2020-03-20,5.0,3.0,1.0,1.0,73.0,38.0,51.0,-16.0,DKI Jakarta,Jawa,106.8361183,-6.204698991,19637,331,1830.0
2020-03-20,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,Daerah Istimewa Yogyakarta,Jawa,110.4448783,-7.89450185,20428,361,1875.0
2020-03-20,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Jambi,Sumatera,102.72364040000001,-1.69769766,21308,380,2651.0
2020-03-20,16.0,4.0,0.0,12.0,45.0,8.0,16.0,21.0,Jawa Barat,Jawa,107.6037083,-6.920432083,22228,409,3013.0
2020-03-20,4.0,0.0,1.0,3.0,17.0,10.0,13.0,-6.0,Jawa Tengah,Jawa,110.2011149,-7.259097177,22976,430,3326.0
2020-03-20,9.0,0.0,0.0,9.0,30.0,33.0,215.0,-218.0,Jawa Timur,Jawa,112.73294140000002,-7.723345579,23632,450,3928.0
2020-03-20,0.0,0.0,0.0,0.0,7.0,0.0,2.0,5.0,Kalimantan Timur,Kalimantan,116.4684405,0.45385803,24188,455,4201.0
2020-03-20,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Kepulauan Riau,Sumatera,108.261746,3.916346,24852,475,4725.0
2020-03-20,0.0,0.0,0.0,0.0,2.0,0.0,3.0,-1.0,Riau,Sumatera,101.8051092,0.511647851,25613,480,5164.0
2020-03-20,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,Sulawesi Selatan,Sulawesi,120.16205590000001,-3.731080714,25719,488,5508.0
2020-03-20,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,Sulawesi Tenggara,Sulawesi,122.070311,-4.124688793,26960,508,6158.0
2020-03-20,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Sumatera Utara,Sumatera,99.05196442,2.191894453,27423,550,7660.0
2020-03-21,0.0,0.0,0.0,0.0,2.0,2.0,3.0,-3.0,Bali,Nusa Tenggara,115.1317136,-8.369471687999999,27964,552,7962.0
2020-03-21,0.0,0.0,2.0,-2.0,6.0,13.0,118.0,-125.0,Banten,Jawa,106.10900430000001,-6.4567363879999995,28383,552,8292.0
2020-03-21,8.0,3.0,6.0,-1.0,81.0,41.0,57.0,-17.0,DKI Jakarta,Jawa,106.8361183,-6.204698991,28919,585,8764.0
2020-03-21,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,Daerah Istimewa Yogyakarta,Jawa,110.4448783,-7.89450185,29229,602,8841.0
2020-03-21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Jambi,Sumatera,102.72364040000001,-1.69769766,29726,643,9869.0
2020-03-21,5.0,0.0,0.0,5.0,50.0,8.0,16.0,26.0,Jawa Barat,Jawa,107.6037083,-6.920432083,30261,679,10174.0
2020-03-21,1.0,1.0,0.0,0.0,18.0,11.0,13.0,-6.0,Jawa Tengah,Jawa,110.2011149,-7.259097177,30346,684,10306.0
2020-03-21,9.0,1.0,0.0,8.0,39.0,34.0,215.0,-210.0,Jawa Timur,Jawa,112.73294140000002,-7.723345579,30702,707,10674.0
2020-03-21,0.0,0.0,0.0,0.0,7.0,0.0,2.0,5.0,Kalimantan Timur,Kalimantan,116.4684405,0.45385803,31053,733,12604.0
2020-03-21,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Kepulauan Riau,Sumatera,108.261746,3.916346,31324,737,13934.0
2020-03-21,0.0,0.0,0.0,0.0,2.0,0.0,3.0,-1.0,Riau,Sumatera,101.8051092,0.511647851,31445,739,14131.0
2020-03-21,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,Sulawesi Selatan,Sulawesi,120.16205590000001,-3.731080714,31848,778,15651.0
2020-03-21,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,Sulawesi Tenggara,Sulawesi,122.070311,-4.124688793,32108,811,16041.0
2020-03-21,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Sumatera Utara,Sumatera,99.05196442,2.191894453,32410,823,17331.0
2020-03-22,0.0,0.0,0.0,0.0,2.0,2.0,3.0,-3.0,Bali,Nusa Tenggara,115.1317136,-8.369471687999999,32758,830,19164.0
2020-03-22,0.0,2.0,0.0,-2.0,6.0,15.0,118.0,-127.0,Banten,Jawa,106.10900430000001,-6.4567363879999995,33037,868,19366.0
2020-03-22,2.0,0.0,3.0,-1.0,83.0,41.0,60.0,-18.0,DKI Jakarta,Jawa,106.8361183,-6.204698991,33150,891,20103.0
2020-03-22,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,Daerah Istimewa Yogyakarta,Jawa,110.4448783,-7.89450185,33470,924,20179.0
2020-03-22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Jambi,Sumatera,102.72364040000001,-1.69769766,33739,941,20847.0
2020-03-22,3.0,3.0,1.0,-1.0,53.0,11.0,17.0,25.0,Jawa Barat,Jawa,107.6037083,-6.920432083,34280,975,20882.0
2020-03-22,1.0,0.0,1.0,0.0,19.0,11.0,14.0,-6.0,Jawa Tengah,Jawa,110.2011149,-7.259097177,34437,979,21135.0
2020-03-22,14.0,0.0,0.0,14.0,53.0,34.0,215.0,-196.0,Jawa Timur,Jawa,112.73294140000002,-7.723345579,34537,1014,21216.0
2020-03-22,0.0,0.0,0.0,0.0,7.0,0.0,2.0,5.0,Kalimantan Timur,Kalimantan,116.4684405,0.45385803,34541,1016,21254.0
2020-03-22,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Kepulauan Riau,Sumatera,108.261746,3.916346,34826,1049,21454.0
2020-03-22,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Maluku,Maluku,129.57679199999998,-3.192572,35026,1098,22456.0
2020-03-22,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,Papua,Papua,138.69603,-4.66620953,35156,1117,22824.0
2020-03-22,0.0,0.0,0.0,0.0,2.0,0.0,3.0,-1.0,Riau,Sumatera,101.8051092,0.511647851,35315,1151,23151.0
2020-03-22,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,Sulawesi Selatan,Sulawesi,120.16205590000001,-3.731080714,35375,1151,23273.0
2020-03-22,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,Sulawesi Tenggara,Sulawesi,122.070311,-4.124688793,35561,1185,23634.0
2020-03-22,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Sumatera Utara,Sumatera,99.05196442,2.191894453,35595,1187,23741.0
2020-03-23,0.0,0.0,0.0,0.0,2.0,2.0,3.0,-3.0,Bali,Nusa Tenggara,115.1317136,-8.369471687999999,35701,1188,23741.0
2020-03-23,0.0,2.0,3.0,-5.0,6.0,17.0,121.0,-132.0,Banten,Jawa,106.10900430000001,-6.4567363879999995,35813,1194,23924.0
2020-03-23,0.0,0.0,0.0,0.0,83.0,41.0,60.0,-18.0,DKI Jakarta,Jawa,106.8361183,-6.204698991,36001,1215,24550.0
2020-03-23,0.0,1.0,0.0,-1.0,2.0,1.0,2.0,-1.0,Daerah Istimewa Yogyakarta,Jawa,110.4448783,-7.89450185,36067,1229,24602.0
2020-03-23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Jambi,Sumatera,102.72364040000001,-1.69769766,36243,1263,25180.0
2020-03-23,6.0,4.0,0.0,2.0,59.0,15.0,17.0,27.0,Jawa Barat,Jawa,107.6037083,-6.920432083,36349,1273,25198.0
2020-03-23,3.0,0.0,0.0,3.0,22.0,11.0,14.0,-3.0,Jawa Tengah,Jawa,110.2011149,-7.259097177,36454,1274,25358.0
2020-03-23,2.0,1.0,0.0,1.0,55.0,35.0,215.0,-195.0,Jawa Timur,Jawa,112.73294140000002,-7.723345579,36557,1275,25389.0
2020-03-23,1.0,0.0,0.0,1.0,8.0,0.0,2.0,6.0,Kalimantan Timur,Kalimantan,116.4684405,0.45385803,36628,1275,25471.0
2020-03-23,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Kepulauan Riau,Sumatera,108.261746,3.916346,36628,1275,25509.0
2020-03-23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Maluku,Maluku,129.57679199999998,-3.192572,36796,1287,25509.0
2020-03-23,1.0,0.0,0.0,1.0,1.0,0.0,2.0,-1.0,Maluku Utara,Maluku,127.53910719999999,0.21203694899999997,36796,1287,25510.0
2020-03-23,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,Papua,Papua,138.69603,-4.66620953,36796,1287,25669.0
2020-03-23,0.0,0.0,0.0,0.0,2.0,0.0,3.0,-1.0,Riau,Sumatera,101.8051092,0.511647851,36833,1292,25669.0
2020-03-23,0.0,1.0,0.0,-1.0,2.0,1.0,1.0,0.0,Sulawesi Selatan,Sulawesi,120.16205590000001,-3.731080714,36915,1298,25742.0
2020-03-23,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,Sulawesi Tenggara,Sulawesi,122.070311,-4.124688793,36982,1302,25840.0
2020-03-23,1.0,2.0,0.0,-1.0,1.0,2.0,1.0,-2.0,Sumatera Selatan,Sumatera,104.1694647,-3.216211808,37023,1302,25903.0
2020-03-23,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Sumatera Utara,Sumatera,99.05196442,2.191894453,37101,1311,25960.0
2020-03-24,0.0,0.0,0.0,0.0,2.0,2.0,3.0,-3.0,Bali,Nusa Tenggara,115.1317136,-8.369471687999999,37140,1316,25960.0
2020-03-24,0.0,1.0,3.0,-4.0,6.0,18.0,124.0,-136.0,Banten,Jawa,106.10900430000001,-6.4567363879999995,37140,1316,26228.0
2020-03-24,16.0,19.0,3.0,-6.0,99.0,60.0,63.0,-24.0,DKI Jakarta,Jawa,106.8361183,-6.204698991,37355,1348,26415.0
2020-03-24,0.0,0.0,0.0,0.0,2.0,1.0,2.0,-1.0,Daerah Istimewa Yogyakarta,Jawa,110.4448783,-7.89450185,37431,1358,26694.0
